region,latitude,longitude,elevation,slope,aspect,soil_type,soil_moisture,vegetation_cover,precipitation,previous_cloudburst,temperature_celsius,humidity,wind_speed_kph,deforestation,urbanization,mining_activity,land_use,proximity_to_river,proximity_to_fault_line,landslide_occurred
Arunachal Pradesh,29.44472911,93.48792787,6005.461837,61.44298659,159.0686381,Silt,27.53598809,43.43127818,543.159606,0,16.78313306,48.56156107,84.1262325,0,46.85126592,0,Barren,4.19312363,7.234790909,0
Himachal Pradesh,32.75169066,76.64370394,4962.766179,13.07279272,45.82196442,Sand,66.78151238,53.99780195,436.8808166,0,14.73520354,46.69954981,51.74253723,0,87.69811151,0,Urban,8.870222431,16.85681095,0
Kerala,9.261182872,76.78101808,3595.6624,74.64172555,230.3106338,Sand,73.78465487,0.873153317,36.22848755,1,28.42690293,32.11550838,10.16058428,0,6.712322543,0,Forest,8.789554978,11.65762071,0
Tamil Nadu,8.327571275,77.06662314,2702.138053,2.146894905,279.0992836,Sand,103.98365,63.4833386,580.1530452,0,31.87597581,31.14679385,25.42108883,1,15.80497582,0,Forest,2.230169533,7.629180678,0
Maharashtra,15.98588123,74.60775028,3739.30748,52.26482602,128.5245256,Clay,5.544940279,17.25719847,253.6940637,0,34.46376704,28.25721985,7.463884348,0,65.71339168,0,Agriculture,4.60494584,8.343724027,0
Jammu & Kashmir,32.19212707,75.3759212,1981.580835,24.24540862,143.2501983,Silt,97.45154518,20.46276742,313.7060617,1,10.28954663,36.51310225,37.2576894,0,16.14488146,0,Urban,1.402453382,12.0907505,0
Jammu & Kashmir,33.00273732,77.056761,4381.335613,70.03140755,258.2177171,Silt,68.61005051,94.23428312,501.9108153,0,19.50859512,89.36768598,8.091811107,0,64.35908954,0,Urban,2.047634487,8.394888691,0
Maharashtra,17.39858868,73.58250999,1456.413952,61.52012152,72.96146549,Sand,33.09666852,64.04951122,469.7564088,0,30.48224954,47.83403636,54.23852592,1,82.29735793,0,Forest,8.00912226,19.00322747,0
Jammu & Kashmir,32.8454396,77.13792497,1978.142102,53.57071794,342.872238,Loam,13.88067928,34.43550104,11.90715353,0,16.44256333,85.84026406,68.15892978,0,24.20443296,0,Urban,10.76850073,16.34812117,0
Himachal Pradesh,30.70263501,77.05033574,294.1405556,51.04395889,118.3010216,Silt,79.59040748,99.96803,320.9195097,0,19.13275752,23.59888905,37.77927506,0,25.21412574,0,Urban,6.990835369,12.1307746,0
Himachal Pradesh,31.91168331,77.02009319,3049.350897,8.680229045,45.90899514,Sand,65.65534598,55.2959652,546.1180147,0,15.61510905,37.56305832,91.8466234,1,94.66109884,0,Forest,0,15.18188792,0
Karnataka,12.20416493,75.70392467,2152.725718,69.90651187,258.8835545,Loam,61.72131122,22.42689483,31.84744522,0,18.07156258,75.47266842,9.395974334,0,63.0367355,0,Agriculture,0.754039421,1.207448721,0
Sikkim,27.32091087,88.03003335,4060.066287,4.327584044,283.0511763,Sand,59.64129571,15.6485363,451.4214539,0,19.13710968,44.30425006,21.67786475,0,67.41648746,0,Barren,9.21658235,20.74589571,0
Maharashtra,17.16617831,73.05285109,4532.827129,58.18276266,84.68582303,Loam,93.94665811,89.14906131,143.9533011,0,34.36232245,47.63730813,46.94407137,0,68.78936373,0,Urban,7.052535421,15.40206213,0
Jammu & Kashmir,34.59196772,77.36106144,4503.742644,48.58355089,295.269012,Silt,86.90381715,88.13156977,370.0110193,0,25.11542488,46.3453413,94.0956595,1,16.67313453,0,Agriculture,9.537030139,15.33918287,0
Uttarakhand,31.21093225,79.65079902,4928.122391,50.6673815,139.3277575,Silt,32.37061229,71.0842807,515.3429918,0,16.00507531,79.79592336,80.27003568,1,59.19834701,0,Forest,3.008275157,15.29958673,0
Arunachal Pradesh,28.81110386,94.53655341,3733.633325,23.14627573,88.62509409,Loam,62.10919037,4.98472571,495.8888052,0,23.30188993,25.27088477,20.97395152,0,50.92930525,0,Barren,0.626613083,12.23103622,0
Arunachal Pradesh,27.25646012,92.4368701,3579.304009,37.7356734,4.58460499,Silt,67.27954149,77.18425264,152.1093169,0,17.46772864,40.36286407,14.89774928,0,10.89019915,0,Forest,0,4.176311348,0
Uttarakhand,29.79522774,79.65001581,278.6452222,26.79819472,348.0257887,Clay,61.66320046,66.53024899,489.7729498,0,21.24676257,90.47353208,77.27127336,1,20.43797472,1,Urban,4.733073624,12.35643292,0
Jammu & Kashmir,34.59600332,77.06027652,5304.674512,49.20391799,288.7981333,Sand,20.02065492,6.29347067,52.16214434,0,25.05636978,88.10363486,41.15830917,1,9.645219382,0,Urban,2.66636923,17.30677779,0
Karnataka,14.456882,75.46543754,5507.29044,59.60939341,33.81910665,Clay,0,94.06439608,223.7313002,0,16.95431621,82.24822604,28.26820223,0,44.6823667,1,Barren,5.33427529,0.172440963,0
Maharashtra,17.35411569,74.77807317,5225.677915,66.01098223,170.8309762,Clay,30.5358346,0.601600187,536.3462243,0,18.39176578,99.10668914,27.84265251,0,57.23363904,0,Forest,0,17.92479619,0
Karnataka,13.02275193,74.65863177,4728.187814,17.0837339,199.3132787,Silt,46.5341659,51.32726036,147.9870423,0,25.93515492,71.24724178,24.30334128,0,83.65681669,1,Barren,4.046817003,8.573288772,0
Jammu & Kashmir,33.81653987,74.26700587,2436.146479,15.60027319,127.6015757,Clay,42.02158981,46.15856062,557.6248394,0,12.07586414,41.5222769,43.60924921,0,5.673084989,0,Urban,2.205532807,7.231056862,0
Sikkim,27.13953529,88.83389241,721.5227382,67.98318808,215.4306847,Sand,7.38892137,43.63454977,212.640567,0,28.73729217,79.33647774,15.86987535,0,64.87787885,0,Agriculture,9.81028962,20.13038294,0
Meghalaya,25.24269379,89.83109379,1393.258953,65.15010191,208.3781663,Loam,35.89427669,46.33997714,449.7718958,0,15.94650717,27.18099461,5.082058147,0,40.80213789,0,Agriculture,1.503022417,12.17110928,0
Jammu & Kashmir,34.61038282,76.10206764,4227.170768,23.08925438,351.407585,Sand,32.91984124,90.75695684,9.780534509,0,16.7154353,80.47615483,71.77115154,0,68.47419641,1,Urban,0,13.89056683,0
Odisha,22.0331533,82.73256973,4411.866903,3.036989987,197.7773679,Clay,26.35399339,35.62774022,548.7554939,0,25.08326536,62.05653109,88.90847576,0,83.65119959,1,Forest,7.079578656,0,0
Maharashtra,15.97538051,74.93741564,4334.864127,57.88115073,302.1806472,Sand,44.43087568,89.38929475,202.1919586,0,19.64369365,36.50326648,99.67936338,1,34.70004778,0,Forest,5.714848353,11.66673629,0
Kerala,11.30280547,76.61779321,5797.563097,66.76207596,189.9476715,Silt,32.53666342,87.54985244,430.8592792,0,28.53533029,42.4708334,88.56964626,0,58.86937703,1,Barren,3.648092591,14.75741316,0
Sikkim,27.15037183,88.75818575,464.6943235,57.49630136,174.9425304,Loam,73.87227205,64.27852095,62.63708241,0,24.67405835,29.75997014,73.48269563,0,7.824047464,0,Forest,8.872030043,9.573986742,0
Odisha,22.10976384,83.8810657,449.3365065,14.40743182,23.0343424,Sand,36.64089919,78.48344382,498.8780717,0,24.67355455,28.19732035,36.9820237,0,91.85406295,0,Urban,2.198001982,3.350424665,0
Sikkim,27.74672124,88.82968002,4634.543695,31.92900146,83.90395221,Loam,28.9433906,84.42235082,311.3706613,0,26.93194273,48.8531165,68.54324737,0,70.29307016,1,Urban,0.046890742,17.65996014,0
Sikkim,27.80872732,88.80591846,1605.312851,8.221389176,134.9751301,Clay,60.42616324,92.99058187,379.3826657,0,15.24408034,52.23226643,81.53481567,1,81.51034417,0,Agriculture,9.294593378,3.861135902,0
Maharashtra,17.90928202,74.99588822,274.0869247,42.1814345,42.37657418,Clay,16.28398902,38.71926652,350.9356475,0,28.68151736,48.15224161,11.52511144,0,6.001463872,1,Forest,2.344575343,14.81941583,0
Karnataka,12.05877056,77.91174065,3461.464268,63.10497064,226.3643589,Clay,26.78814512,80.6368318,140.2843818,0,28.12793466,92.81758101,3.862726835,0,1.619545823,0,Forest,1.804835426,7.413150186,0
Meghalaya,25.15345953,91.58541402,4949.813358,11.02597871,345.1886738,Silt,57.21775758,7.224744786,532.9143536,0,34.99019987,37.09504028,50.26737164,1,93.6093733,0,Agriculture,1.666187304,8.938137642,0
Arunachal Pradesh,28.49340538,94.29965299,4122.582575,38.73709314,38.98316279,Sand,10.46620127,3.21232754,529.1494308,0,10.67703887,42.58493675,61.81786908,1,7.296939264,1,Forest,7.446539121,21.5153425,0
Himachal Pradesh,30.86116469,78.72512067,5377.291913,65.06543322,248.7809938,Clay,103.9536936,42.76148942,296.0280862,0,30.22489733,51.67325901,84.46144014,0,32.60974831,0,Agriculture,8.131281006,0,0
Arunachal Pradesh,26.11521374,96.56173936,5805.172694,20.14190888,277.1845264,Sand,66.17288932,34.25474139,493.9484464,0,32.54668859,24.9130152,98.6929316,0,30.86438544,0,Urban,9.451118768,15.19286697,0
Jammu & Kashmir,34.20264208,76.67253796,47.58904393,60.43848377,173.1174086,Loam,61.42833681,21.0664248,130.0628982,0,18.27452731,67.64188856,81.28753671,1,43.86457133,0,Agriculture,7.421374268,8.621744148,0
Himachal Pradesh,31.75251492,78.16021214,2240.579408,71.98822148,69.1756128,Clay,67.82377553,13.82702549,483.7791342,0,18.40202632,55.79069957,83.10924934,0,84.48982319,0,Agriculture,8.856564055,6.633620421,0
Odisha,20.33566307,84.42139125,1441.443581,61.55528258,325.5802798,Sand,57.74948163,7.678798294,565.9010293,0,28.79451909,96.57658593,52.42307296,0,45.50955252,0,Agriculture,0,16.91404884,0
Arunachal Pradesh,27.59722998,93.1960055,3992.284384,35.42983596,183.5122287,Sand,86.05224579,84.24060471,40.93095637,0,26.18052105,44.18933534,25.09650258,0,18.77531324,0,Forest,7.633656049,20.13195621,0
Maharashtra,18.92624256,73.84956503,3451.900063,49.41152098,309.6352456,Clay,7.375475993,3.531647425,517.2981692,0,27.63231821,80.08638915,77.95431713,0,58.42686245,0,Forest,2.876216057,6.113962926,0
Tamil Nadu,8.932067116,77.90410718,3742.366481,10.52692864,338.0479118,Sand,65.81739143,21.28031401,191.057096,0,12.4970925,95.62537115,1.21490517,0,77.37712562,1,Agriculture,7.56963487,11.90360825,0
Arunachal Pradesh,28.05120754,91.96021993,5677.941542,40.50765984,230.7161186,Clay,31.16336309,37.63375458,584.4767631,0,13.87116533,99.64304239,2.42547965,1,98.18779616,0,Urban,8.847976295,11.39156965,0
Maharashtra,16.38744181,74.83520397,1115.217941,57.80826035,148.4980836,Clay,19.06556993,48.3668014,8.119366884,0,14.45530325,24.37279386,29.21498479,0,75.6063772,0,Urban,0.893487785,4.90678543,0
Karnataka,13.73146193,75.07617573,296.3082903,36.13394123,27.80639343,Loam,63.1631425,34.23638619,207.092419,1,33.8651208,45.44372949,86.24028893,1,3.902509976,0,Barren,3.829057471,0.741391443,0
Karnataka,14.35067781,75.68712568,214.7909171,28.64259008,175.1281483,Loam,10.04457123,15.65203743,529.5734259,0,29.78339616,98.5030921,80.07638863,0,22.41696617,0,Urban,5.208249468,11.24534881,0
Uttarakhand,29.00051532,79.82751698,636.2854331,17.30178171,82.82262984,Loam,92.39059232,1.000477242,568.0651406,0,21.28265213,55.45847192,34.8472382,0,53.52209353,0,Forest,3.666776599,8.012844136,0
Karnataka,13.21840643,75.94936867,1297.019198,21.86258186,344.2606256,Silt,24.11570374,69.61014256,593.8932248,0,15.03133783,53.51892105,7.60484956,1,90.5731073,0,Agriculture,2.990320082,17.69086262,0
Himachal Pradesh,32.38076698,78.45139963,519.8901178,17.15581215,83.64156947,Loam,35.76388464,25.56438827,426.3040377,0,11.38962018,35.01863466,88.23632997,0,69.62692577,0,Agriculture,1.578378286,14.10897564,0
Jammu & Kashmir,34.67414314,75.88387169,2891.809197,60.17130671,339.5410677,Silt,43.55306006,88.24742192,182.5444168,0,33.35642045,76.27309469,79.06824422,0,88.95042553,0,Urban,4.878864129,3.28760159,0
Uttarakhand,29.01988241,79.11620428,1134.18855,41.21758138,140.6175403,Sand,91.18666824,80.1018865,303.6079251,0,20.6673727,67.80834178,30.89676829,0,36.78498793,0,Forest,5.041249278,0,1
Karnataka,13.16879687,76.64328947,3207.074436,18.72414805,224.9794514,Sand,20.85143209,83.06687665,89.30351685,1,23.09142588,41.08416104,93.21222522,1,15.52157494,0,Urban,4.372887785,14.50011832,0
Arunachal Pradesh,26.37993343,96.55283364,4069.889956,47.39014614,276.9854532,Clay,0,78.93797043,193.8561471,0,26.6125732,84.04469115,52.79409553,1,20.88754747,1,Agriculture,1.025939789,17.18180831,0
Uttarakhand,31.09590425,79.6073853,482.025252,10.5437166,195.4699778,Clay,13.73923206,92.29851546,281.4630604,0,13.14796155,59.8698991,88.77004363,0,38.14383854,0,Barren,6.122546522,9.524805905,0
Sikkim,27.67280988,88.32202222,4782.587083,47.43501085,298.5041839,Sand,89.3301107,76.02566786,566.8925514,0,11.2053222,22.39057713,27.54070165,0,53.18004757,0,Urban,3.148847193,5.918700124,0
Maharashtra,18.69262187,74.77929874,6071.359647,35.91206629,142.6250791,Clay,0,93.02034051,203.7923981,0,22.66661325,96.43691224,57.13334028,0,37.78693524,0,Urban,0,1.871462305,0
Odisha,19.44751081,84.11292472,93.83664244,58.65006753,282.0914783,Silt,0,71.1039511,68.81593228,0,17.75660852,66.20671822,87.92582858,0,76.08513901,1,Agriculture,6.039402559,1.888911766,0
Tamil Nadu,11.50686449,78.56192144,5881.194209,5.799287237,174.5123782,Silt,62.31452099,82.8507721,399.5874483,0,12.19336858,65.65467921,20.85335206,0,59.65690523,0,Agriculture,8.050446207,12.46164354,0
Tamil Nadu,11.19140871,77.47068079,3502.568063,61.91173581,211.4205211,Sand,39.1042668,28.58315964,446.1786291,0,23.80251791,42.80464261,19.46202931,1,82.02034509,0,Forest,0.127920261,4.390826556,0
Kerala,9.966335732,76.04621832,3627.721843,44.47027493,32.77836544,Loam,64.83260346,70.00414565,390.4727642,0,21.54261303,58.36981956,76.0596599,0,80.35805069,0,Agriculture,4.437491735,5.857750297,0
Meghalaya,26.44725802,91.19355893,5521.569838,49.06960178,330.8944048,Silt,39.41597775,21.30865395,476.496543,0,24.47584495,80.63841379,90.22307622,0,41.60738617,0,Forest,9.484151518,7.441667188,0
Maharashtra,18.87988927,73.60420741,3477.143974,38.80613666,278.7436045,Silt,26.08090963,95.02419938,200.3665782,0,20.26844426,75.03873236,37.70030968,0,14.91932495,0,Forest,9.008610259,11.21971006,0
Meghalaya,26.19080529,90.36285676,1069.19542,62.35630855,199.2024044,Sand,93.03848102,73.23078292,159.36009,1,18.99725141,84.87252873,58.26066188,1,26.57825809,0,Urban,6.068418601,5.946586054,0
Karnataka,14.41997612,74.92765725,2406.512564,53.24515174,70.52513149,Silt,70.30989365,67.41259999,218.9194977,0,30.77104488,54.92691524,52.26454783,1,13.56271415,1,Barren,6.021781826,6.873333895,0
Karnataka,13.78608707,76.13763,4274.613785,68.35682471,23.54832695,Loam,66.59212532,26.55629118,228.5572765,0,27.12811381,85.28677139,79.15747061,1,78.49413281,0,Barren,1.385642373,14.1167086,0
Himachal Pradesh,30.50035963,77.00470669,3603.372084,31.54818258,102.163318,Silt,53.32995319,90.77020862,501.0978,0,16.46135263,86.55228066,87.71510569,1,72.84394273,0,Urban,2.754864827,22.15454396,0
Jammu & Kashmir,33.70107379,74.22186532,5883.962185,34.5625282,96.27453929,Sand,97.38817888,27.0285436,37.02965294,0,31.70995425,83.68680528,45.12348685,0,89.12549295,1,Urban,9.517685767,3.274381747,0
Kerala,11.23015488,75.08931033,3048.98723,35.01425109,81.71912123,Loam,39.15460436,22.66297622,355.4451281,1,32.13529391,26.61934225,36.00832431,0,68.6659906,0,Barren,0.516375713,14.97647974,0
Kerala,11.30674945,77.40556003,3347.17881,31.35453801,342.8389348,Silt,84.10268737,62.56792589,478.0490088,0,24.29700053,40.40090538,6.624690249,0,37.69138796,0,Barren,1.022283039,6.522497969,0
Tamil Nadu,12.02814383,77.52356652,3122.8956,18.89282152,56.0265408,Silt,40.3344078,20.85054352,201.7405344,0,23.05134581,36.86503286,87.49824813,1,31.76345288,0,Agriculture,4.814494501,10.13417527,0
Sikkim,27.17474927,88.53916017,4919.647262,31.64536478,108.3231368,Silt,8.553376681,70.36809627,189.9412437,0,29.24961275,90.97446616,22.16827014,0,24.84398434,1,Urban,3.45123973,14.8848808,0
Karnataka,13.85117272,76.33424635,4197.245046,54.07200863,215.0081424,Clay,0.436004999,14.14997931,478.5043053,0,21.35390882,22.24115522,21.26011801,1,53.13521815,0,Barren,9.821707035,13.91038216,0
Tamil Nadu,12.90212011,77.01070702,4587.810085,58.54742005,349.9821568,Silt,27.15854828,14.51273051,186.8285325,0,13.70044842,62.07253781,9.40508774,1,36.30342327,0,Agriculture,6.090950442,15.74802512,0
Odisha,21.95115625,84.316174,4459.103965,31.23713461,37.53315025,Clay,25.71291675,82.57685891,9.94629011,0,21.52432918,41.70659107,79.20168054,0,27.22623878,0,Urban,9.198737727,9.780277692,0
Arunachal Pradesh,29.24039711,93.10145362,4379.87374,67.31211036,267.1597708,Loam,46.71998349,25.93833254,497.3336941,1,33.21769113,24.18385316,75.60487916,0,68.01708783,0,Forest,7.055681091,15.965706,0
Uttarakhand,30.42260777,80.48940112,1827.603601,57.09839669,99.04712449,Sand,2.452201203,90.00788093,562.8830632,0,17.02984019,74.98087617,63.84047893,0,49.99451303,0,Barren,7.488308522,12.45523847,0
Uttarakhand,30.58924659,78.86908438,154.984489,46.13928704,335.4319251,Loam,101.7922639,41.92247568,398.7678533,0,24.3477818,42.05825008,8.070126184,0,48.27550133,0,Urban,0.179663107,7.105239079,0
Sikkim,27.23599728,88.3122082,2851.060818,10.52009394,74.69366301,Silt,35.69092475,34.23477444,409.3732279,0,15.7726909,52.03328908,26.74274812,0,37.94677685,0,Barren,3.48219163,9.802519057,0
Tamil Nadu,11.63563862,78.43194461,2606.985966,20.92910256,119.7346176,Loam,0,54.3504055,587.9724273,0,19.06689018,24.41107727,31.52969808,0,93.89043696,0,Barren,5.427110155,12.13284989,0
Odisha,19.27161117,82.50345356,2187.603154,9.587728108,227.3459943,Clay,86.89276969,70.00768351,111.339866,0,12.35048825,68.93827383,81.38078862,0,84.32605872,0,Forest,1.493372275,6.554812564,0
Himachal Pradesh,32.49704333,78.81842571,2819.737004,16.26371592,245.7613119,Sand,69.05349832,28.7051257,541.4733392,1,30.02770172,73.10464232,75.89251411,1,55.1319487,0,Agriculture,1.335881317,1.904571105,0
Karnataka,13.52381596,75.24974284,4293.645027,28.05916448,136.6765839,Clay,25.54173219,11.86567217,418.6603009,0,16.09413113,92.32875902,93.19334911,0,66.24395532,0,Agriculture,0,5.637773063,0
Uttarakhand,30.34565188,78.28146647,1978.087776,29.05027107,7.774345188,Sand,2.897917863,34.8663494,493.5098321,1,19.4043138,97.6994548,23.20471237,0,97.24155226,0,Forest,4.461238873,0.107844238,0
Uttarakhand,30.0842796,79.21030658,1735.219345,11.94261217,118.2723527,Sand,74.10162698,70.57143119,546.9478057,0,15.96831295,42.61986478,54.01518807,0,3.26450101,0,Forest,5.490936839,9.9057818,0
Karnataka,13.60059715,77.63072634,3766.884385,56.26771169,87.63741847,Silt,82.73921291,72.38965135,503.7226002,0,14.93648967,80.9596113,52.90752126,0,89.93777318,0,Barren,7.475407273,10.4405389,0
Kerala,8.859721164,76.16923298,5790.608237,16.39804194,273.1381346,Loam,92.90922137,32.24709855,49.683339,0,13.68535502,44.90840086,22.82510414,0,45.21698816,0,Urban,1.903106524,16.59925951,0
Himachal Pradesh,31.36921458,78.60835443,5836.37861,7.101535794,307.6212606,Clay,78.80607848,98.00835621,596.2340464,0,30.78262441,71.55449098,53.39526469,0,90.33183255,0,Urban,6.123145104,6.521632491,0
Tamil Nadu,13.1542997,78.59216374,569.5803534,46.36180202,283.1972626,Sand,52.56791615,5.523254494,231.8884713,0,18.29703426,40.553468,97.85583463,0,85.07137763,0,Agriculture,0,3.351409331,0
Arunachal Pradesh,29.38710567,92.90836427,3833.939647,8.296516024,21.25347957,Clay,29.61493578,27.66006874,254.7377144,0,20.9761068,60.94002961,48.84975222,0,44.85776337,1,Forest,0.994444086,19.96855998,1
Jammu & Kashmir,33.95371788,74.69807908,5386.242732,21.39187381,51.47484391,Silt,53.28064335,49.33369392,52.76389765,0,25.58321923,78.61132759,69.81081846,0,10.93341612,0,Urban,8.262860285,10.04283866,0
Arunachal Pradesh,26.86532419,95.21999658,3196.575596,49.62226268,324.6270049,Clay,66.95569887,59.16628679,569.6033263,0,18.30850556,65.18996361,79.07084518,0,91.26628085,0,Agriculture,4.369768572,13.51428036,0
Odisha,20.44082303,86.55030456,3599.611095,34.9126269,346.2580687,Loam,62.0374949,5.631386132,107.6350335,0,19.1292252,79.73824971,8.191437041,0,6.937824387,0,Forest,1.993893301,14.32997772,0
Arunachal Pradesh,28.83341694,95.61584443,1599.938271,13.85632025,132.4378864,Loam,34.00349023,7.190961741,338.3707946,0,23.70670648,54.8504271,44.31149666,0,37.06189075,0,Urban,1.876941372,18.16373584,0
Odisha,21.44755867,84.85403404,4517.492952,49.26301005,324.6312838,Sand,28.94453901,21.21198748,265.0259526,0,29.58947567,43.41260686,40.3015744,0,63.18851814,0,Agriculture,4.105847024,6.630276123,0
Sikkim,27.89851599,88.9553509,3435.340425,37.07667785,357.5123056,Sand,87.7247252,89.02302384,249.509409,1,12.02202739,55.0654472,30.69342655,0,68.49813468,0,Urban,9.330808055,4.171664134,0
Karnataka,13.39028115,77.92894286,3009.625552,0,0.426406286,Loam,64.74634908,2.792491504,253.4406649,0,10.99065314,20.10096187,37.76095393,1,9.928369698,0,Urban,9.602327458,16.9919662,0
Kerala,9.029056769,75.0597018,3276.492994,33.45850005,69.03072578,Silt,108.631764,21.58092014,355.7046699,0,11.69193963,79.60387454,14.67804446,0,39.07940754,0,Agriculture,7.720325467,12.00695951,0
Karnataka,12.35543565,75.21413649,5582.235555,43.23893297,318.0454632,Loam,4.334106465,51.13942017,1.196453578,0,28.56296526,86.42114377,32.30337728,0,80.39653615,1,Forest,4.618834643,7.393995107,0
Tamil Nadu,8.165632145,77.43173899,5606.824742,44.97321126,351.4687848,Sand,34.13005148,95.22802779,435.9672933,0,14.94705249,73.47201079,41.00974855,0,84.17171016,0,Agriculture,1.356302392,6.334597617,0
Sikkim,27.43656932,88.43109685,2665.319397,16.76469842,140.7997313,Sand,5.090073317,76.58257272,109.1417506,0,33.06274981,77.45494468,78.9886913,1,15.32022118,1,Urban,5.614434315,0.823713697,0
Meghalaya,25.40189314,91.64404485,2238.748522,71.45904479,150.3219706,Loam,84.35890635,48.94471771,148.2439616,0,20.85797928,34.29987603,39.78926394,1,99.55397113,0,Agriculture,1.287318635,16.37210868,0
Jammu & Kashmir,33.86974545,75.90763165,2730.546685,63.36276192,80.601404,Silt,77.48630941,94.22554548,361.9791731,0,23.83226508,83.9281174,77.1619235,0,36.26284979,0,Barren,3.714902139,1.644615879,0
Maharashtra,16.40419197,73.63855902,4505.311171,74.43846742,143.0163265,Sand,43.26184458,91.06933777,340.8565915,0,34.69157987,60.53867067,71.85017504,0,49.91020191,0,Forest,4.726453556,22.33817761,0
Jammu & Kashmir,33.7353712,77.38830414,525.2331433,58.65458676,184.2446649,Sand,88.37801096,20.6825213,554.0935148,0,22.88647716,73.13764321,22.09353912,1,9.390084151,0,Urban,0.907333784,3.507543314,1
Odisha,21.49914499,82.53461498,3066.315552,46.46464359,235.1080457,Loam,70.26455503,3.541891995,168.645965,0,10.68609932,26.22377743,74.42528066,1,26.64608266,1,Forest,10.39006323,0.29759035,0
Jammu & Kashmir,33.324974,77.23096766,3673.357714,67.87727078,157.3646884,Clay,36.33505832,92.30010168,244.1201009,1,34.73230905,21.08049368,83.74009653,0,68.70248846,1,Agriculture,6.561533731,18.06040842,0
Maharashtra,19.53298801,75.91059148,1266.143089,25.05134165,353.4715629,Sand,20.60047541,90.40487263,12.52246647,0,29.83996137,38.16532669,2.038321995,0,33.82604331,0,Barren,8.813074161,8.020137055,0
Karnataka,12.95522776,77.45012428,4083.81225,63.29396961,73.19616748,Sand,15.97730298,65.43557891,46.66044424,0,14.0584017,50.52086355,5.406490153,0,85.70513301,0,Agriculture,2.777164756,17.10639711,0
Jammu & Kashmir,33.61174729,74.48369312,3430.551311,15.24386217,356.0671141,Sand,15.60321929,15.67148614,346.6757241,0,23.75147317,69.57719668,1.074361366,0,14.75743224,0,Agriculture,1.106739357,13.61415889,0
Odisha,21.38685373,82.83414175,976.5308328,57.60591916,26.36619784,Silt,83.6572397,60.45178437,397.8578129,0,23.61846955,42.07384874,39.05044001,0,64.24913873,1,Agriculture,9.401345961,6.165507819,0
Uttarakhand,30.17592684,78.65313155,5448.220236,21.86275579,209.2290725,Sand,25.42909215,20.54249224,468.2701849,0,23.84875173,54.77319607,49.79690471,1,26.06257853,1,Urban,3.399149514,10.72633044,0
Kerala,9.404587492,76.71563746,2305.760206,35.26927817,113.747226,Loam,17.27599905,35.26998544,347.6751108,0,33.53671631,60.84969552,73.62916577,0,27.33801869,0,Urban,0.600248916,1.689180132,0
Kerala,12.01034319,76.58101127,4264.037294,22.67476861,161.2446187,Sand,58.54623168,28.39962835,546.2204599,0,20.31703164,87.36179081,52.02465169,0,36.59307465,1,Agriculture,1.396432215,14.71967101,0
Kerala,9.06273074,77.07839784,4460.070205,35.41197629,63.63409224,Silt,5.615093333,22.1765798,537.2141415,0,34.11789283,54.43034571,56.98644915,0,53.53792473,0,Urban,8.015734972,2.310112011,0
Karnataka,12.11975933,74.34966943,4093.052437,22.40027728,66.65581997,Clay,39.49170841,48.40620359,517.7560216,0,25.08390911,99.05513308,84.31185283,0,11.06308524,0,Urban,7.004365129,3.921885297,0
Jammu & Kashmir,32.73419415,76.1495937,4136.962521,51.20171902,265.5200545,Clay,10.02771079,99.1507873,557.1288432,0,31.57963176,90.18302114,90.40551517,0,82.31440036,0,Agriculture,4.828069292,2.283520803,0
Kerala,9.386897829,76.65070897,4375.37246,6.554487223,134.5988468,Sand,28.34409845,24.95928185,380.5345198,0,14.44796909,74.03547609,72.34024119,0,22.22554624,0,Agriculture,2.212574599,3.999372404,0
Maharashtra,16.62796836,73.93694102,5596.827054,46.32058313,21.69265016,Silt,51.89400623,26.42871722,206.1704292,0,22.83277735,34.09529995,20.93005061,1,20.84822416,0,Barren,0.75054299,20.85039673,0
Kerala,11.84968158,75.42038033,937.1608981,37.98705555,247.4772769,Sand,76.59002623,18.39407395,414.9880573,0,19.93551059,39.23773218,34.69378677,1,7.39170248,0,Barren,4.299990855,14.53353654,0
Himachal Pradesh,31.20216768,78.98205447,836.9563339,12.82488916,25.50835307,Clay,47.97337112,73.18864809,221.1726441,0,11.31801172,36.01507356,99.19467347,0,55.08706109,0,Agriculture,3.891803229,0.649542591,0
Sikkim,27.52571278,88.05094637,4187.957177,48.2555801,34.36445404,Sand,77.61938825,26.39180843,93.40898154,0,15.1818659,72.66417384,90.1074218,0,97.63932995,0,Barren,6.822597377,5.122619603,0
Arunachal Pradesh,29.21143722,96.12731409,3233.111305,33.92351353,150.9505691,Loam,15.44053802,88.86174072,488.1553115,0,11.00185979,37.50497572,29.34423268,0,36.8181573,0,Urban,1.551123376,19.48850267,0
Meghalaya,26.1661463,90.63258175,1586.170521,11.00609019,36.77777652,Loam,79.28941677,54.57750565,598.4164657,0,16.76022826,69.87589112,12.97248747,1,16.81628792,1,Urban,5.854872719,1.952996337,0
Karnataka,14.0321852,76.66322423,5086.784208,5.071976181,123.0425329,Silt,102.0038606,70.72002621,386.3622335,0,27.25906627,73.11300721,96.57241484,0,21.9931937,0,Forest,4.669540407,4.751872603,0
